,ID,Video Title,Views,Likes,isClickbait,image_path,processed_title,title_vector
88,DRwHvBZIQ4U,CAUGHT GIRLFRIEND CHEATING IN THE ACT! (YOU WONT BELIEVE WHAT HAPPENS),25408065,332176,yes,/content/thumbnails/DRwHvBZIQ4U___CAUGHT GIRLFRIEND CHEATING IN THE ACT! (YOU WONT BELIEVE WHAT HAPPENS).jpg,"['caught', 'girlfriend', 'cheat', 'in', 'the', 'act', '!', '(', 'you', 'wont', 'believ', 'what', 'happen', ')']","[ 4.9701129e-04  2.0221907e-03  1.6908943e-04  4.7370917e-04
 -3.9585572e-04 -3.2527521e-03  1.8407602e-03  3.9647496e-03
 -1.0319927e-03 -2.9513432e-04  8.7016489e-04 -1.3793980e-03
  1.5099142e-03  6.0464622e-04  1.2982732e-03 -4.5346579e-04
  3.2076784e-03  3.1409255e-04 -1.4011273e-03 -3.9644367e-03
  6.5412134e-04  6.3290994e-04  1.7405014e-03 -4.3942365e-03
  1.1775233e-03 -1.9994518e-04 -3.0028385e-03  1.3514633e-03
 -3.8206954e-03  3.2401278e-03  4.0685898e-03  1.1112690e-03
 -7.8121125e-04 -5.4093925e-03 -1.0890543e-03  5.6061419e-03
 -7.5574021e-04 -3.0745962e-03 -2.4370651e-03 -4.7288602e-03
 -1.2898602e-03 -1.3415694e-03  1.3577898e-03 -4.4482440e-04
  2.1251794e-03  2.6407946e-04 -3.4695591e-03 -2.3219532e-03
  2.2335497e-03 -3.1381342e-04  1.0200095e-03 -1.8894149e-03
 -1.1215255e-04 -1.3571719e-03 -3.2014537e-03 -5.5483502e-04
  1.7928045e-03 -1.8602863e-03 -2.8186473e-03  3.7121880e-03
  2.5333054e-03 -9.0395863e-04  1.0608863e-03 -2.2695599e-04
 -1.5544172e-03  2.2886570e-03  2.3612385e-03  2.2725363e-03
 -3.2375134e-03  8.0860738e-04 -3.2442779e-04 -3.0637547e-04
  8.9066300e-05 -1.5750034e-03  1.8381346e-03  2.3340632e-03
  2.1856872e-03  3.8059009e-04 -1.3476592e-03  1.3060152e-03
 -2.4927626e-03 -1.6839767e-03 -9.3461556e-04  1.7759447e-03
  2.6108231e-04  7.6771266e-04  1.3228218e-03  3.3239755e-03
  1.9814472e-03 -2.1855377e-04  3.5469574e-03  8.2269695e-04
 -9.4195263e-04 -1.3625290e-03  3.9719422e-03  1.7522391e-03
 -9.0272911e-04 -3.5310511e-03 -5.5908757e-05  1.3072112e-03]"
21,t889ifadAMo,"5 YouTubers That Got MAD AT VIEWERS! (SSundee, MrBeast, Preston, Jelly)",34352,1404,yes,"/content/thumbnails/t889ifadAMo___5 YouTubers That Got MAD AT VIEWERS! (SSundee, MrBeast, Preston, Jelly).jpg","['5', 'youtub', 'that', 'got', 'mad', 'at', 'viewer', '!', '(', 'ssunde', ',', 'mrbeast', ',', 'preston', ',', 'jelli', ')']","[-2.8271752e-03  2.4410461e-03 -1.4430503e-03  1.2714127e-03
  4.5111142e-03 -4.5276671e-03  1.6537227e-03  6.4583030e-03
 -2.9260225e-03 -1.0077713e-04  2.1754582e-04 -2.9149584e-03
  1.3772569e-03  1.0501110e-03  3.2113397e-03 -5.9375231e-04
  4.4677705e-03 -1.1548494e-03 -2.2051777e-03 -4.7244979e-03
  1.1414461e-03 -8.1734685e-04  4.2231902e-03 -2.4955738e-03
 -3.1549871e-04  7.7838491e-04  1.0220192e-03  6.2348507e-04
  2.1986407e-04  5.1369390e-04  1.1774823e-03  6.6861743e-04
  8.8273728e-04 -2.0825379e-03 -4.5752717e-04  4.6473392e-03
  9.7096030e-04 -3.3017967e-03 -1.5940892e-03 -7.6070783e-04
  1.7327521e-03  3.9722645e-04  6.4011844e-04 -2.8868177e-04
  8.6428551e-04  4.6234272e-04 -2.5080626e-03  1.5079539e-03
 -2.2151927e-04 -1.3789353e-03  1.8427002e-03 -7.0170785e-04
 -4.4407980e-03 -6.9619442e-04 -1.8487108e-03  6.4323656e-04
  3.4200465e-03  1.7871076e-03 -4.9310079e-04 -9.1549644e-04
 -9.2351501e-04  6.9932736e-05  7.2315906e-04 -1.2631438e-03
 -2.8507530e-03  8.3891687e-04 -2.2749401e-04  1.4396412e-03
 -6.2294113e-03 -8.8601730e-05  1.0733078e-03  2.5834056e-04
  2.6100816e-03  1.9511032e-03  4.4681015e-04 -2.0424938e-03
  1.6195009e-03  1.6376801e-03 -3.7050559e-03 -6.0948211e-04
 -5.1954035e-03  2.1215763e-03 -1.6245084e-03  1.4744366e-03
 -3.5377484e-04  1.1465010e-03  2.4220210e-03  4.0354426e-03
  4.3857093e-03 -2.9139587e-04  6.5695279e-04  2.5700307e-03
 -2.2573736e-03 -1.1074422e-03  7.7473363e-03  2.8507158e-03
  1.4297392e-03 -7.0400285e-03 -2.8486201e-04 -5.0424202e-04]"
57,F4isanhNqS0,I Flew To MrBeast's House & Knocked On His Door,13084890,283248,yes,/content/thumbnails/F4isanhNqS0___I Flew To MrBeast's House & Knocked On His Door.jpg,"['i', 'flew', 'to', 'mrbeast', ""'s"", 'hous', '&', 'knock', 'on', 'hi', 'door']","[-1.33977970e-03  2.51806923e-03  8.27267068e-04 -1.24736154e-03
  2.93932040e-03 -8.88402632e-04  1.18738133e-03  2.49279756e-03
 -4.09830641e-03  1.19574647e-03 -2.73890211e-03 -4.49803798e-03
  1.13891473e-03  1.99599820e-03  3.49902944e-03 -2.13330262e-03
  4.11358109e-04 -1.25295669e-03 -8.22055736e-04 -6.72750734e-03
 -1.72938255e-03 -1.94934465e-03  4.33229667e-04 -2.14494742e-03
 -3.83420585e-04 -1.96864922e-03 -4.59816493e-03 -2.04678462e-03
 -1.48397719e-03 -1.62125146e-03  2.62383861e-03  2.47365213e-04
  6.98009753e-05 -2.41708290e-03  1.03521335e-03  3.16242775e-04
 -4.02332196e-04  5.44496404e-04  7.04528939e-05 -3.88498604e-03
 -1.26365595e-03 -6.23872736e-04 -2.62685935e-03  1.10744382e-03
 -1.14108250e-03 -2.13234988e-03 -4.64478554e-03 -5.48926357e-04
  1.31360069e-03 -3.26802692e-04 -7.53993751e-04 -1.00257725e-03
  1.20268564e-03 -1.16034667e-03  2.17268639e-03 -8.64709786e-04
  3.16547765e-03 -1.22730868e-04  3.91478156e-04  2.07904843e-03
 -1.65239617e-03 -3.67293577e-03 -3.25933477e-04 -1.21710189e-04
 -5.55505650e-03  1.89018610e-04 -1.42006821e-03  5.78275707e-04
 -1.04318815e-03  3.17524158e-04  1.86822086e-03  7.26661819e-04
 -6.10749878e-04  1.59075041e-03  8.44921742e-04 -1.04392285e-03
  2.47050216e-03 -8.43747461e-04 -3.07211932e-03  3.85456253e-04
 -4.93390486e-03 -1.81421416e-03 -5.33277402e-04  2.71462672e-03
 -1.51233014e-03  3.99047334e-04  1.29054114e-03  4.57301084e-03
  4.73532034e-03  7.84364936e-04  4.39009769e-03  9.74903232e-04
  1.13493115e-05  1.96341565e-03  4.00281837e-03  2.67292652e-03
  2.76126130e-03 -1.66673481e-03 -5.92494442e-04 -2.53975717e-03]"
160,XinZpehXLhk,The Dogs Go On a RV CAMPING TRIP!,211985,7386,no,/content/thumbnails/XinZpehXLhk___The Dogs Go On a RV CAMPING TRIP!.jpg,"['the', 'dog', 'go', 'on', 'rv', 'camp', 'trip', '!']","[ 2.4514052e-04 -4.2833475e-05 -8.0931891e-04  5.7153241e-04
  5.6079176e-04 -5.0933501e-03  4.2464919e-03  3.0897772e-03
 -1.8197724e-03 -2.0652800e-03  3.0608547e-03 -1.5268833e-03
 -2.7666491e-04  3.3135549e-03 -2.3276950e-03 -8.2780147e-04
  3.5769576e-03 -1.7910899e-04  3.4428341e-04 -4.1868780e-03
  4.7717628e-04  2.6809694e-03  1.1471317e-03 -5.9355196e-05
 -2.6243618e-03  1.2033604e-03 -3.4029277e-03 -1.1577370e-04
 -4.3575149e-03 -2.0381876e-03  2.9101064e-03  6.0069212e-04
  1.0864981e-03 -3.5142088e-03 -3.5124337e-03  2.4965229e-03
 -6.2196702e-04 -3.0370425e-03 -2.5018444e-03 -6.3609686e-03
 -3.9544766e-04 -2.7526862e-03  8.2129368e-04 -6.9721253e-03
 -2.6013805e-03  7.6262426e-04 -4.7338298e-03 -5.0816801e-04
  2.7932215e-04  2.9204744e-03  7.2568655e-05 -3.4138320e-03
 -4.7367048e-03 -1.9435171e-04 -2.4547672e-03 -2.2359751e-03
  1.5051651e-03 -4.7391877e-03 -3.7686098e-03 -9.3379174e-05
  1.0087229e-03 -2.9642454e-03  2.5739414e-03 -1.6490968e-03
 -4.3456778e-03  1.0785614e-03 -5.3638630e-03  6.6267676e-05
 -3.6042556e-03  1.8164896e-03  1.7187840e-03  7.5397850e-04
  2.1987129e-03 -2.0536711e-05  1.3548398e-04 -4.4526332e-03
  1.7443079e-03  1.4366036e-03 -3.2044235e-03  1.0014826e-03
  3.6925540e-04 -2.6729882e-03 -2.8424233e-04  4.2448803e-03
  8.9119218e-04 -2.3320185e-03  1.0545957e-03  2.3912152e-04
  1.8037423e-03  1.7705710e-03  5.2678343e-03 -7.2274578e-04
  3.1122409e-03 -1.6531957e-03  1.5765395e-03  4.5871669e-03
  1.9411462e-03 -5.6639481e-03 -5.9881969e-04 -7.6174416e-04]"
189,nFB6ETkOz4o,100 LEGO Mystery Buttons but Only One Lets You Escape... ft Unspeakable,2067033,68353,no,/content/thumbnails/nFB6ETkOz4o___100 LEGO Mystery Buttons but Only One Lets You Escape... ft Unspeakable.jpg,"['100', 'lego', 'mysteri', 'button', 'onli', 'one', 'let', 'you', 'escap', '...', 'ft', 'unspeak']","[ 4.75520967e-04 -1.11293758e-03 -3.72533832e-04  1.79424498e-03
  1.00272323e-03 -2.92503648e-03  1.11429358e-03  4.50730463e-03
 -2.14523496e-03 -4.35334914e-05 -3.37432284e-04  1.50108675e-03
  9.28874302e-04  2.79896124e-03  1.17734482e-03 -2.41847802e-03
  9.15502373e-04  1.45753846e-03  3.31142597e-04 -3.89815797e-03
  2.12576822e-03  8.70674092e-04  2.45749229e-03 -8.84998532e-04
  1.76142156e-03 -6.78759534e-05  5.71723504e-04  3.63214174e-04
 -3.24929506e-03 -9.50520800e-04  3.45860259e-03 -1.29431346e-03
  1.04898855e-03  1.58331590e-04 -1.62356347e-03  3.54149006e-03
 -9.77945863e-04 -1.48190663e-03 -1.35132822e-03  1.64289959e-03
  5.64420421e-04 -6.66899083e-04 -1.01150817e-03 -1.74643158e-03
 -1.95518811e-03  1.84566004e-03 -3.71691212e-03  2.46783462e-03
  2.11392273e-03  5.19795157e-03  1.37487182e-03  1.50504406e-04
 -1.51736627e-03 -7.26579747e-04 -1.47184997e-03  2.93172454e-03
  7.35959329e-04  7.42268283e-04 -4.38506482e-04  2.75110709e-03
  1.36734545e-03 -1.89960317e-03  2.09950283e-03  1.51852192e-03
 -4.13383590e-04  6.97212934e-04  1.43724156e-03  2.08200212e-03
 -3.14428071e-05  1.14963541e-03 -6.19561761e-04  3.18185514e-04
  2.17134575e-03 -1.39927829e-03 -2.77206389e-04 -3.33095057e-04
  1.78671221e-03 -1.19120406e-03 -1.09259889e-03  1.93820495e-04
 -3.49583291e-03  1.66882342e-03 -4.81474726e-03  1.23350963e-03
  6.77934382e-04 -2.44023348e-03 -1.67517152e-04  3.98047222e-03
  5.41655766e-03 -6.02127344e-04  3.24184162e-04  6.88165193e-04
  9.06134781e-04  1.79020094e-03  1.52480218e-03  1.81196502e-03
  1.31315400e-03 -1.87432149e-03  1.52729359e-03 -1.01986574e-04]"
129,sckA6yvi-5g,"Game Theory FNF, The Bob Mod SOLVED! (Friday Night Funkin)",1783044,115093,no,"/content/thumbnails/sckA6yvi-5g___Game Theory FNF, The Bob Mod SOLVED! (Friday Night Funkin).jpg","['game', 'theori', 'fnf', ',', 'the', 'bob', 'mod', 'solv', '!', '(', 'friday', 'night', 'funkin', ')']","[-3.5890099e-04  1.9000453e-03 -7.5725483e-04  1.1520266e-03
  1.0582410e-03 -1.7986790e-03  1.2677519e-03  5.4719793e-03
 -2.4437360e-03 -9.2221552e-04  1.1959383e-03 -3.2716147e-03
  4.8230030e-04  1.2342019e-03  9.3999837e-04  2.2319272e-04
  2.5706522e-03 -1.1194849e-03 -1.6841275e-03 -6.2112906e-03
 -1.4187191e-03  7.0512306e-04  3.4044676e-03 -2.7905796e-03
  6.3148141e-04 -1.0593467e-03  1.4534719e-04 -6.3724461e-04
 -1.8287703e-03  8.5156011e-05  5.3973556e-03 -9.9867478e-04
  2.7162262e-04 -1.8362206e-03 -1.7287795e-03  3.0161219e-03
  3.0942544e-04 -3.5835139e-03 -1.0467207e-03 -3.0947407e-03
 -6.6412345e-04 -1.8281360e-03  1.3280716e-03 -1.6575289e-03
  2.9345409e-03  1.2862480e-03 -2.2581427e-03 -8.4855856e-04
  6.7050947e-04  1.7052575e-03 -4.7690890e-04 -1.7638031e-03
 -3.9259861e-03 -1.4289442e-03 -9.8629238e-04 -1.0653472e-03
  1.4361615e-03 -5.3085620e-05 -2.2524747e-03  1.6116196e-03
 -5.4432452e-04  5.7119626e-04  2.3214296e-03 -7.9217990e-04
 -4.8498916e-03  2.3358001e-03 -1.8693613e-04  4.3196552e-03
 -4.4262791e-03  6.1649521e-04 -1.3637990e-03 -2.4760589e-03
  1.4781051e-03  8.0128189e-04  2.7465303e-03 -7.1315626e-05
  2.8426598e-03  7.8290224e-04 -2.3440593e-03  3.8552238e-04
 -2.5634726e-03  3.0043939e-04 -3.2253950e-03  5.0628041e-03
  1.3712344e-03 -9.7072555e-04  2.0130684e-03  3.0061717e-03
  1.7607354e-03 -2.4253314e-03 -1.8713791e-03  1.6543483e-03
  1.3078796e-04 -8.0011151e-04  3.3957914e-03  5.1050270e-03
  3.9805472e-03 -4.0491121e-03 -6.6356239e-04 -3.4040122e-03]"
37,KkGOGL9-gUU,GIRLFRIEND Controls My Life For 24 HOURS! - Challenge,2278256,64388,yes,/content/thumbnails/KkGOGL9-gUU___GIRLFRIEND Controls My Life For 24 HOURS! - Challenge.jpg,"['girlfriend', 'control', 'my', 'life', 'for', '24', 'hour', '!', '-', 'challeng']","[ 6.2780455e-04  1.2576716e-03 -8.0511736e-04  1.6320655e-03
 -7.1046490e-04 -2.8340612e-03  3.8000648e-03  5.0371932e-03
 -5.4847810e-04 -1.9969032e-03 -2.9892809e-04 -7.0044590e-04
  3.6878124e-04 -6.9009617e-04 -1.1908738e-03 -6.2984985e-04
 -7.9205631e-05 -1.3435628e-04 -9.8223703e-05 -1.3065127e-03
  1.7594507e-04 -5.5061851e-04 -1.1062967e-03 -1.1117363e-03
  1.3144760e-04  1.4341555e-03 -2.2055183e-03 -8.5774285e-04
  3.0152220e-04 -4.1522933e-04  1.9553751e-03 -2.9612826e-03
  2.3091999e-03 -3.9703324e-03 -1.9351402e-03  3.5876394e-03
  5.0249422e-04 -1.7071671e-03 -1.7501466e-03 -3.6487621e-03
 -2.4221228e-03  2.5886926e-05  6.4846379e-04 -2.0539018e-03
  1.3607490e-03 -4.7200038e-03 -4.4504511e-03 -6.9562596e-04
  3.1673536e-03  4.7543872e-04 -1.9080201e-03 -9.0312306e-04
 -2.5219882e-03  3.0419836e-04 -1.4027648e-03  2.0291307e-04
  3.6210932e-03 -3.3175845e-03 -7.2636896e-05 -7.4524118e-04
  4.7421618e-04  7.9128623e-04  1.4168357e-03 -1.8647689e-03
 -3.4661167e-03  2.3519278e-03 -3.3680527e-04  3.8634432e-03
 -4.0848749e-03 -9.8331831e-04  4.4999915e-04  2.3087375e-03
  1.2444408e-03  6.1202241e-04  4.3626623e-03  1.9429363e-03
 -4.0675729e-04  4.9579632e-04 -3.9724349e-03  8.4173994e-04
 -1.5991420e-03 -2.8096861e-03 -6.4427225e-04  4.1472376e-03
 -3.2344915e-03 -1.5171329e-03  1.0280225e-04  3.2049764e-03
 -1.4778789e-03 -3.7978659e-04  3.0784856e-03  3.2059971e-04
 -9.7913085e-04  7.4566476e-04  5.9939097e-03  2.9612577e-03
 -1.8388793e-03 -9.4300538e-04 -2.4352469e-03 -3.6688717e-04]"
157,GDRcCvQNY-g,World's Largest Water Tunnel!,6106336,300841,no,/content/thumbnails/GDRcCvQNY-g___World's Largest Water Tunnel!.jpg,"['world', ""'s"", 'largest', 'water', 'tunnel', '!']","[-2.6297953e-03  2.6245069e-04 -6.4855977e-04 -2.7915947e-03
  2.7497187e-03 -1.6706350e-03  4.7898144e-04  2.1219868e-03
 -1.7691244e-03 -3.4892776e-03 -1.7895313e-03 -3.2998426e-03
  3.0591069e-03  4.2388826e-03  2.2398762e-03 -5.2715843e-03
 -8.9985022e-04 -2.4075944e-03  1.3230600e-03 -6.2632621e-03
  4.7968039e-03  1.2844255e-03  8.8627025e-04 -2.9671455e-03
  4.3366975e-03 -3.1521928e-03  2.0185236e-03  2.5234997e-04
 -2.8937093e-03 -2.6970042e-04  3.4243332e-03  4.9745693e-04
 -1.5341280e-03 -7.4261394e-03 -1.6824907e-03  2.2290198e-03
  1.3479734e-03 -7.8021974e-04  1.9769080e-04 -5.7925694e-03
 -2.9357870e-03 -8.6238253e-04  8.7668035e-05  3.1792847e-04
 -8.8529830e-04 -1.2357390e-03 -5.4088198e-03 -1.4140665e-03
  7.0831426e-05  6.8377488e-04  1.6640695e-03  1.1165157e-03
  6.7310402e-04 -2.3650296e-04  6.1156187e-04 -1.0962771e-03
  4.7585941e-03  2.0920776e-03 -6.5746349e-03  2.2047542e-03
 -1.6587391e-03  5.1982451e-04 -1.5112963e-03 -2.3674841e-04
 -4.2199418e-03  2.0285726e-03 -5.9469807e-04  4.3368721e-04
  2.1011701e-03  3.8099159e-03 -4.4770181e-04  3.5443709e-03
  2.3685142e-03 -2.4528312e-04  3.4313321e-03 -1.8585818e-03
  2.6935618e-04  4.3477067e-03 -4.1952124e-04  1.6075373e-04
 -6.4538545e-03  3.6106752e-03  2.4507369e-03  2.5726308e-03
  2.4940362e-04  3.1709259e-03  4.7386079e-03  4.3426068e-03
  7.3754811e-04 -2.6409592e-05  4.2779683e-03  1.9451204e-03
  2.9366559e-03 -2.8979040e-03  4.6731527e-03  4.8312494e-03
 -5.6815525e-03 -5.6213248e-03  2.5031451e-04 -2.3349675e-03]"
185,3q3ECDEhqgE,How To Beat The DEATH GAME In Funhouse,1230859,60245,no,/content/thumbnails/3q3ECDEhqgE___How To Beat The DEATH GAME In Funhouse.jpg,"['how', 'to', 'beat', 'the', 'death', 'game', 'in', 'funhous']","[ 1.7940281e-03 -5.0883205e-04 -5.4756412e-05  1.4052112e-03
 -9.2965283e-04 -4.8412289e-03 -1.4671471e-03  2.6504770e-03
 -2.9729952e-03 -3.3946503e-03  1.8777894e-03 -6.1816559e-04
 -2.1272046e-03  2.0868124e-03  2.6634848e-03  2.6724599e-03
  4.4605508e-03 -1.6900706e-03 -4.7740655e-04 -8.9965519e-03
  1.5365473e-03 -6.2793319e-05  4.6007149e-03 -2.7819735e-03
  2.6990075e-04  1.4212087e-03 -3.6306295e-03 -1.1706774e-03
  3.8428383e-04  1.7037034e-03  2.9052070e-03 -7.3340535e-04
  4.4677458e-03  1.6245465e-03 -5.0468487e-04  1.2759308e-03
 -4.1738767e-03 -2.2491806e-03 -3.4951135e-03 -4.0025106e-03
 -3.4060239e-04 -7.7245169e-04  8.7436865e-04 -3.6170665e-04
  1.8054503e-05 -3.3408026e-03 -1.0847583e-03 -1.6443490e-04
 -1.1341465e-03  3.1907752e-04 -2.0626108e-03 -4.3269247e-03
 -3.7899320e-03  7.9088804e-04  8.3394558e-04 -1.8402038e-04
 -1.7867277e-03 -1.1199649e-03 -3.0034760e-03 -1.9042869e-05
 -5.6063134e-04  1.1696770e-03 -2.5096064e-04  4.0070228e-03
 -1.3510764e-03  8.3428714e-04  4.1664817e-04  3.6888244e-03
 -3.7176551e-03  2.5140867e-04 -3.2037834e-04  2.1168595e-04
  3.0652960e-03  1.8608093e-03  3.1645785e-03  2.4332034e-03
 -9.5391646e-05 -2.4279591e-03 -4.4567753e-03 -1.2712490e-03
  1.1495256e-03 -3.1330222e-03 -2.7937347e-03  6.1932886e-03
  1.2568425e-03  1.4637656e-03  2.5802436e-03  2.7952730e-03
  1.9707857e-03 -5.3315528e-04  2.8232986e-03  2.5789076e-03
 -3.5095119e-03  3.6568232e-03 -1.1590066e-03  4.1698609e-03
  4.3001045e-03 -2.8977583e-03  1.4347942e-03 -2.9217501e-03]"
1,hxwpkM5w3Cc,I Got Hunted By The FBI,42724724,2005151,yes,/content/thumbnails/hxwpkM5w3Cc___I Got Hunted By The FBI.jpg,"['i', 'got', 'hunt', 'by', 'the', 'fbi']","[ 0.0025038  -0.00183996 -0.00227682 -0.00137819  0.00395307 -0.00032691
  0.00324175  0.00197295 -0.00539167  0.00404186 -0.00096521 -0.00218485
 -0.00369782  0.00036689 -0.0036526  -0.00118556  0.00119633  0.00179811
 -0.00294095 -0.00603717 -0.0015331   0.00027614  0.00055364  0.00130196
 -0.00210724  0.00354632 -0.00142869 -0.00080846 -0.00264249  0.00046322
  0.00247384  0.00368516  0.00072282 -0.00389893  0.00245177  0.00164824
  0.00071748 -0.00303115 -0.00381715 -0.00598846  0.00222875 -0.00574056
 -0.00143466  0.00300121  0.00382647  0.00194041 -0.0046632   0.0003287
  0.00286372 -0.00365679  0.00110239 -0.00339015  0.00270971 -0.00163756
 -0.00615516 -0.00189794 -0.00067169 -0.00303386 -0.00471756 -0.001924
 -0.00073489 -0.00180688  0.00015834  0.00133145 -0.00120831  0.00545876
  0.00330259  0.00425123 -0.00370444  0.00157105  0.00094342  0.00222048
  0.00120167  0.00581378  0.00423626 -0.00067845 -0.00102638  0.00428905
  0.00388116 -0.00209945  0.00019094 -0.00300142 -0.00287565 -0.00029801
  0.00051128 -0.00234135  0.00600394  0.00340517  0.00129961  0.00132678
  0.0022286   0.00302901 -0.00248092 -0.00301096  0.0009949   0.00121864
  0.00278151 -0.00644144  0.00309585  0.0007607 ]"
52,4XnMaufLlEk,BABYSITTING MINI JAKE PAUL!!! GONE WRONG...,24945863,143068,yes,/content/thumbnails/4XnMaufLlEk___BABYSITTING MINI JAKE PAUL!!! GONE WRONG....jpg,"['babysit', 'mini', 'jake', 'paul', '!', '!', '!', 'gone', 'wrong', '...']","[-2.87558301e-03 -1.42985117e-03  2.15193257e-03  5.52968960e-03
 -1.47550856e-03 -2.69401865e-03 -1.33854774e-04  6.34079194e-03
 -3.04291770e-03 -2.26961565e-03  1.24904769e-03 -8.79146610e-05
 -1.64616259e-03  3.14248679e-03 -8.49531032e-04 -6.70154230e-04
  4.95284330e-04  8.75697122e-04 -1.27679924e-03 -7.11641600e-03
  3.67244147e-03  3.74926860e-03  4.54231584e-03 -1.35981943e-03
  3.67851183e-03 -1.31902867e-03 -3.98378354e-04  1.40872155e-03
 -3.69045953e-03 -4.91404091e-04  1.32968271e-04 -1.11237424e-03
  2.57167406e-03 -3.43519892e-03 -2.52153794e-03  3.34075652e-03
 -4.64866083e-04 -2.01472081e-03  9.97570241e-05 -4.46425471e-03
 -4.24322486e-03  2.51257280e-03 -2.75367755e-03  5.24056610e-04
  1.18514034e-03  1.97398054e-04 -4.27065650e-03  3.84681532e-03
  4.01285850e-03  4.63410374e-03 -2.40498129e-03 -1.38791744e-04
  6.10746210e-04 -7.72582367e-04  2.68125022e-03 -1.44777203e-03
  2.09473679e-03 -4.32056282e-03 -3.02752596e-03  2.49957433e-03
 -1.90332322e-03 -2.41591217e-04 -8.61043110e-04 -2.60276813e-03
 -1.58179249e-03  7.45203462e-04  8.85409012e-04  4.89461375e-03
 -3.66957416e-03  8.77959188e-04  2.08791019e-03  1.19033270e-03
 -1.02919620e-03 -3.59809818e-03  3.06017906e-03  5.68921678e-06
  2.56036362e-03  1.19763470e-04 -1.12685375e-05 -2.01341556e-03
 -1.13971136e-03 -2.83595873e-03 -7.64442026e-04  6.89085806e-03
  7.28786108e-04 -6.85779843e-04  3.03669227e-03 -4.66993952e-04
  1.55454560e-03  2.16929661e-03  1.88898644e-03  3.60293634e-04
  2.49365461e-03  1.60711142e-03  4.98810550e-03  2.83119851e-03
 -3.26393545e-03 -5.74167166e-03  1.63184968e-03  9.99295502e-04]"
149,7f7ReYaqV6I,Carlos Alcaraz vs Stefanos Tsitsipas Highlights  2021 US Open Round 3,1411523,16551,no,/content/thumbnails/7f7ReYaqV6I___Carlos Alcaraz vs Stefanos Tsitsipas Highlights  2021 US Open Round 3.jpg,"['carlo', 'alcaraz', 'v', 'stefano', 'tsitsipa', 'highlight', '2021', 'us', 'open', 'round', '3']","[-1.2696043e-03  2.4874785e-03  2.6409424e-04  1.1356357e-03
  1.4133175e-03  5.0103525e-05  1.9263158e-03  7.0125954e-03
 -3.3748411e-03 -1.6633960e-03 -1.4575771e-03 -1.3413527e-03
 -2.0142971e-03  1.1794991e-03  6.7105662e-04 -4.6231911e-05
  2.6235201e-03  3.5183991e-03  1.3894653e-03 -1.7327872e-03
 -1.7524189e-03  1.2741297e-05 -1.6906159e-04  4.0829123e-04
  2.3980036e-03  2.9730547e-04  1.4060152e-03 -3.3153116e-03
 -1.5280434e-03 -1.9360021e-03  2.7725215e-03  9.4605336e-04
 -9.9124503e-04 -1.2969814e-04  1.8622073e-03  4.4500586e-04
  1.5404354e-03 -1.2108739e-03 -2.8734403e-03  4.0226412e-04
  6.8843144e-04  1.3508101e-03 -2.8887165e-03 -1.8660265e-03
  4.0635170e-04 -5.8786315e-04 -6.0538336e-04 -1.5401565e-03
  3.0520118e-03  8.8532572e-04  2.0303200e-03 -4.0360625e-04
 -8.0846417e-05  1.0927942e-04 -4.7078187e-04  1.0337676e-03
 -2.8690874e-05 -2.0764912e-03  1.7311920e-04 -1.5498907e-03
 -4.9861573e-04  1.6242643e-03  1.2791124e-03 -3.0680347e-04
 -2.3008774e-03  1.6505871e-03  2.2590603e-04 -9.0613554e-04
 -2.2234386e-03  1.1414881e-03 -6.7482563e-04  3.2623205e-04
 -2.1389649e-04 -2.3798035e-03  5.9571449e-04  1.4898120e-03
 -4.7108356e-04  6.6066586e-04 -3.4066399e-03 -2.4391865e-04
  8.2566269e-04 -1.7626599e-03 -2.0772361e-03 -2.9723227e-04
  1.1292784e-03  1.0681960e-03  2.5032423e-03  1.0985456e-03
  4.9878764e-03  2.7446309e-03  3.8397200e-03 -1.4025462e-04
  1.5911054e-03  2.9649350e-04  5.4488163e-03  4.6213364e-04
 -9.8471518e-04 -6.0634506e-03  8.7216677e-04  1.4558304e-03]"
